Name,CountryOrg,Country OperatorOwner,OperatorOwner,Users,Purpose,Purpose2,Orbit,TypeOrbit,LongitudeOfGEO,Perigeekm,Apogeekm,Eccentricity,Inclinationdegrees,Periodminutes,LaunchMasskg,DryMasskg,Powerwatts,LaunchDate,ExpectedLifetime,Contractor,CountryContractor,LaunchSite,LaunchVehicle,COSPARNumber,NORADNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumpet 3 (NROL-4  National Reconnaissance Office Launch-4  USA 136),USA,USA,National Reconnaissance Office (NRO)USAF,Military,Earth Observation,Electronic Intelligence,Elliptical,,0,"1,210","38,740",7.12E-01,64.7,709.61,"8,000",,,3/12/5136,,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,1997-068A,25034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tselina-2 (Cosmos 2428),Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Polar,0,844,858,9.69E-04,71,102,"3,200",,,###############################################################################################################################################################################################################################################################,,KB Yuznoye,Ukraine,Baikonur Cosmodrome,Zenit 2M,2007-029A,31792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSUBAME,NR,Japan,Tokyo Institute of Technology  Tokyo University of Science and JAXA,Civil,Earth Observation,Earth Science,LEO,Sun-Synchronous,0,505,569,4.63E-03,97.47,95.38,49,,,6/25/5081,,Tokyo Institute of Technology  Tokyo University of Science and JAXA,Japan,Dombarovsky Air Base,Dnepr,2014-070E,40302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUGSat-1  (Technische Universität Graz Satellit  CanX-3b  BRITE-Austria),Austria,Austria,Technical University of Graz,Civil,Technology Development,,LEO,Sun-Synchronous,0,770,784,9.79E-04,98.6,100.3,14,7,5.4,10/18/8065,,University of Toronto Institute for Aerospace Studies (UTIAS),Canada,Satish Dhawan Space Center,PSLV,2013-009F,39091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmen Alem 52EMonacoSAT,NR,TurkmenistanMonaco,Turkmenistan Ministry of CommunicationsSSI-Monaco,GovernmentCommercial,Communications,,GEO,,52.00,"35,655","35,784",1.53E-03,0,1432.69,"4,700","1,850",,,15 yrs.,Thales Alenia Space,FranceItaly,Cape Canaveral,Falcon 9,2015-023A,40617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turksat 3A,Turkey,Turkey,Turksat,Commercial,Communications,,GEO,,42.04,"35,778","35,793",1.78E-04,0.01,1436.06,"3,100","1,272","8,100",,,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2008-030B,33056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turksat 4A,NR,Turkey,Turksat,Commercial,Communications,,GEO,,50.00,"35,776","35,797",2.49E-04,0.01,1436.08,"4,869",,,8/18/7764,15 yrs.,Mitsubishi Electric Corporation,Japan,Baikonur Cosmodrome,Proton,2014-007A,39522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turksat 4B,NR,Turkey,Turksat,Commercial,Communications,,GEO,,50.00,"35,787","35,805",2.13E-04,0.03,1436.57,"5,000",,,,15 yrs.,Mitsubishi Electric Corporation,Japan,Baikonur Cosmodrome,Proton,2015-060A,40984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-10 (USA 146  UHF FO F10) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,72.67,"35,738","35,834",1.14E-03,1.97,1436.1,"3,200","1,540",3 800 (EOL),,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1999-063A,25967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-11  (USA 174) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,71.44,"35,786","35,787",1.19E-05,2.16,1436.1,"3,200","1,545",2 800 (EOL),,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3,2003-057A,28117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-2 (USA 95) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,28.79,"35,766","35,807",4.86E-04,8.27,1436.12,"3,200","1,545",2 800 (EOL),9/15/4451,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1993-056A,22787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-4 (USA 108  UFO F4 EHF) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,-177.12,"35,763","35,775",1.42E-04,3.34,1435.22,"3,200","1,545",2 800 (EOL),5/11/5437,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1995-003A,23467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-6 (USA 114  UFO F6 EHF) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,-105.50,"35,744","35,829",1.01E-03,4.11,1436.12,"3,200","1,545",2 800 (EOL),,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1995-057A,23696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-7 (USA 127  F7 EHF) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,-21.91,"35,738","35,835",1.15E-03,3.79,1436.11,"3,200","1,545",2 800 (EOL),,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1996-042A,23967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UFO-8 (USA 138  UHF FO F8) ""UHF Follow-On""",USA,USA,US Navy,Military,Communications,,GEO,,172.28,"35,772","35,794",2.61E-04,5.24,1435.94,"3,206","1,545",3 800 (EOL),,4 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,1998-016A,25258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK-DMC-2 (BNSCSat-2  British National Science Center Satellite 2),United Kingdom,United Kingdom,UKDMC International Imaging (DMCII),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,660,662,1.42E-04,98,98,97,,,###############################################################################################################################################################################################################################################################,5 yrs.,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Baikonur Cosmodrome,Dnepr,2009-041C,35683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKube-1 (UK Cubesat 1),United Kingdom,United Kingdom,UK Space Agency,Government,Technology Development,,LEO,Sun-Synchronous,0,626,631,3.57E-04,98.4,97.27,3,,,1/28/4041,,Clyde Space,United Kingdom,Baikonur Cosmodrome,Soyuz-2.1b,2014-037F,40074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIFORM 1  (UNiversity International FORmation Mission 1),Japan,Japan,Wakayama University (UNIFORM consortium),Civil,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,622,629,5.00E-04,97.87,97.2,50,,140,###############################################################################################################################################################################################################################################################,,Wakayama University and other Japanese universities,Japan,Tanegashima Space Center,H-2A,2014-029B,39767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UWE-3 (University of Würzburg Experimental Satellite 3),Germany,Germany,University of Würzburg,Civil,Communications,,LEO,Sun-Synchronous,0,593,700,7.62E-03,97.8,97.6,1,,,###############################################################################################################################################################################################################################################################,,University of Würzburg,Germany,Dombarovsky Air Base,Dnepr,2013-066AG,39446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Allen Probe A (RBSP-A  Radiation Belt Storm Probes),USA,USA,NASAJohns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,,0,591,"30,534",6.83E-01,10.03,539.06,648,,,###############################################################################################################################################################################################################################################################,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,2012-046A,38752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Allen Probe B (RBSP-B  Radiation Belt Storm Probes),USA,USA,NASAJohns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,,0,595,"30,657",6.83E-01,10.04,541.4,666,,,###############################################################################################################################################################################################################################################################,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,2012-046B,38753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velox 1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,,LEO,Sun-Synchronous,0,642,655,9.26E-04,98.25,97.7,4,,,###############################################################################################################################################################################################################################################################,,Nanyang Technological University,Singapore,Satish Dhawan Space Center,PSLV-CA,2014-034E,40057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velox 2,NR,Singapore,Nanyang Technological University,Civil,Technology Development,,LEO,Equatorial,0,537,550,9.40E-04,14.98,95.48,13,,,###############################################################################################################################################################################################################################################################,,Nanyang Technological University,Singapore,Satish Dhawan Space Center,PSLV-C29,2015-077F,41171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velox C1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,,LEO,Equatorial,0,533,550,1.23E-03,14.98,95.48,123,,,###############################################################################################################################################################################################################################################################,,Nanyang Technological University,Singapore,Satish Dhawan Space Center,PSLV-C29,2015-077A,41166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VeneSat 1 (Simon Bolivar),VenezuelaChina,Venezuela,Ministry of Science and Technology,Government,Communications,,GEO,,-65.00,"35,777","35,796",2.25E-04,0.21,1436.1,"5,100",,,,15 yrs.,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,CZ-3B,2008-055A,33414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ViaSat-1,USA,USA,ViaSat  Inc.,Commercial,Communications,,GEO,,-115.00,"35,775","35,796",2.49E-04,0.04,1436.09,"6,740",,,,15 yrs.,Space SystemsLoral,USA,Baikonur Cosmodrome,Proton M,2011-059A,37843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinasat 1,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,,GEO,,131.97,"35,782","35,791",1.07E-04,0.02,1436.1,"2,600",,,,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2008-018A,32767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinasat 2,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,,GEO,,131.80,"35,742","35,776",4.04E-04,0.08,1434.69,"2,970",,,,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2012-023B,38332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNREDSat 1A  (Vietnam Natural Resources Environment and Disaster monitoring small Satellite),NR,Vietnam,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,682,685,2.13E-04,98.13,98.43,115,,,2/11/3466,5 yrs.,EADS Astrium,France,Guiana Space Center,Vega,2013-021B,39160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRSS-1 (Venezuelan Remote Sensing Satellite  Francisco Miranda),Venezuela,Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation,Optical Imaging,LEO ,Sun-Synchronous,0,622,654,2.28E-03,98.03,97.48,880,,,###############################################################################################################################################################################################################################################################,5 yrs.,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2012-052A,38782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wideband Global Satcom 1 (WGS-1  USA 195),USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,179.88,"35,783","35,790",8.30E-05,0,1436.1,"5,900","3,450","13,000",,,Boeing Integrated Defense Systems,USA,Cape Canaveral,Atlas 5,2007-046A,32258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wideband Global Satcom 2 (WGS-2  USA 204),USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,60.18,"35,786","35,787",1.19E-05,0.03,1436.12,"5,987","3,450","13,000",3/6/3110,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2009-017A,34713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wideband Global Satcom 3 (WGS-3  USA 211),USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-12.00,"35,785","35,786",1.19E-05,0,1436.1,"5,990","3,450","13,000",4/5/5355,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2009-068A,36108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wideband Global Satcom 4 (WGS-4  USA 233),USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-124.50,"35,785","35,786",1.19E-05,0.01,1436.1,"5,990","3,450","13,000",12/29/5190,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2012-003A,38070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wideband Global Satcom 5 (WGS-5  USA 243),USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-52.50,"35,739","35,784",5.34E-04,0,1436.1,"5,990","3,450","13,000",,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2013-024A,39168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wideband Global Satcom 6 (WGS-6  USA 244),USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,-135.22,"35,772","35,801",3.44E-04,0,1436.1,"5,990","3,450","13,000",11/13/4314,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2013-041A,39222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wideband Global Satcom 7 (WGS-7  USA 263),USA,USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,174.96,"35,772","35,801",3.44E-04,0,1436.1,"5,990","3,450","13,000",,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2015-036A,40746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wideband Global Satcom 8 (WGS-8  USA 272),NR (117),USA,Military Satellite Communications - US Air Force,Military,Communications,,GEO,,0.00,"35,770","35,770",0.00E+00,0,1436.1,"5,990","3,450","13,000",8/28/5382,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2016-075A,41879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WildBlue 1,USA,USA,WildBlue Communications,Commercial,Communications,,GEO,,-111.09,"35,776","35,796",2.37E-04,0.01,1436.1,"4,735","1,995","10,000",1/4/5410,12 yrs.,Space SystemsLoral,USA,Guiana Space Center,Ariane 5,2006-054A,29643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNISat-1 Weather News Inc. Satellite 1),Japan,Japan,Weathernews  Inc.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,594,849,1.80E-02,97.8,99.2,10,,,###############################################################################################################################################################################################################################################################,2 yrs.,Axelspace,Japan,Dombarovsky Air Base,Dnepr,2013-066H,39423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldview 1,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,491,494,2.19E-04,97.3,94.5,"4,500",,"3,200",###############################################################################################################################################################################################################################################################,7.25 yrs.,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2007-041A,32060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldview 2,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,765,767,1.40E-04,98.5,100.2,"2,800",,,6/8/4862,,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2009-055A,35946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldview 3,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical ImagingInfrared Imaging,LEO,Sun-Synchronous,0,612,614,1.43E-04,97.99,96.96,"2,800",,"3,100",###############################################################################################################################################################################################################################################################,10-12 yrs.,Ball Aerospace,USA,Vandenberg AFB,Atlas 5,2014-048A,40115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldview 4,NR (1216),USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,617,620,2.15E-04,98,96.9,"2,485",,,###############################################################################################################################################################################################################################################################,10 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Atlas 5,2016-067A,41848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
